('n', 'uj', 'n') 107
('n', 'd', 'v') 92
('uj', 'n', 'v') 77
('d', 'v', 'v') 69
('v', 'uj', 'n') 67
('n', 'v', 'v') 64
('v', 'v', 'v') 64
('n', 'v', 'n') 56
('v', 'n', 'v') 54
('uj', 'n', 'd') 50
('v', 'n', 'uj') 50
('v', 'v', 'n') 48
('a', 'uj', 'n') 43
('v', 'd', 'v') 39
('uj', 'n', 'n') 37
('d', 'd', 'v') 36
('d', 'v', 'n') 36
('r', 'uj', 'n') 36
('n', 'n', 'v') 36
('v', 'n', 'n') 34
('nr', 'uj', 'n') 31
('v', 'v', 'uj') 30
('d', 'v', 'd') 29
('r', 'd', 'v') 27
('n', 'd', 'd') 25
('n', 'v', 'ul') 25
('n', 'n', 'uj') 24
('nr', 'd', 'v') 23
('n', 'n', 'n') 23
('d', 'v', 'r') 23
('n', 'n', 'd') 23
('v', 'r', 'uj') 22
('d', 'v', 'ul') 22
('v', 'r', 'v') 22
('v', 'v', 'r') 22
('v', 'ul', 'n') 21
('nr', 'n', 'v') 21
('n', 'v', 'uj') 19
('v', 'a', 'uj') 19
('r', 'v', 'v') 19
('v', 'p', 'n') 19
('n', 'v', 'a') 18
('v', 'n', 'd') 18
('n', 'v', 'r') 18
('uj', 'nr', 'n') 18
('p', 'n', 'v') 17
('v', 'r', 'n') 17
('n', 'v', 'nr') 17
('nr', 'n', 'n') 17
('v', 'v', 'p') 16
('m', 'n', 'v') 16
('uj', 'n', 'c') 16
('n', 'a', 'v') 16
('v', 'm', 'n') 15
('v', 'nr', 'n') 15
('v', 'v', 'nr') 15
('v', 'nr', 'uj') 15
('v', 'v', 'd') 15
('v', 'v', 'ul') 15
('n', 'v', 'p') 15
('uj', 'n', 'f') 14
('r', 'v', 'r') 14
('uj', 'n', 'p') 14
('v', 'v', 'm') 14
('ns', 'uj', 'n') 14
('m', 'n', 'n') 14
('nr', 'n', 'd') 14
('d', 'v', 'uj') 13
('n', 'uj', 'v') 13
('n', 'nr', 'n') 13
('v', 'ug', 'n') 13
('v', 'ul', 'm') 12
('n', 'uj', 'nr') 12
('n', 'f', 'v') 12
('nr', 'ns', 'uj') 12
('uj', 'n', 'nr') 12
('d', 'v', 'nr') 12
('n', 'p', 'n') 12
('nr', 'n', 'uj') 12
('n', 'r', 'v') 11
('d', 'n', 'v') 11
('nr', 'v', 'v') 11
('n', 'r', 'd') 11
('a', 'v', 'v') 11
('v', 'uj', 'nr') 11
('v', 'p', 'nr') 11
('v', 'm', 'v') 11
('zg', 'ns', 'v') 11
('n', 'd', 'a') 10
('m', 'd', 'v') 10
('r', 'n', 'uj') 10
('v', 's', 'uj') 10
('n', 'v', 'd') 10
('s', 'uj', 'n') 10
('r', 'n', 'd') 10
('v', 'nr', 'ns') 10
('uj', 'n', 'r') 10
('c', 'd', 'v') 10
('v', 'a', 'n') 10
('v', 'd', 'a') 10
('n', 'v', 'm') 10
('n', 'zg', 'n') 10
('p', 'v', 'uj') 10
('p', 'n', 'uj') 10
('i', 'uj', 'n') 10
('v', 'r', 'd') 10
('r', 'v', 'n') 9
('n', 'v', 'c') 9
('v', 'c', 'v') 9
('v', 'p', 'v') 9
('n', 'n', 'p') 9
('n', 'p', 'r') 9
('v', 'ul', 'v') 9
('v', 'uj', 'v') 9
('uj', 'n', 'ns') 9
('c', 'v', 'n') 9
('c', 'n', 'v') 9
('n', 'n', 'r') 9
('ns', 'd', 'v') 9
('v', 'd', 'd') 9
('uj', 'v', 'v') 9
('m', 'uj', 'n') 9
('d', 'v', 'c') 9
('r', 'n', 'v') 9
('v', 'q', 'n') 8
('zg', 'n', 'v') 8
('uj', 'n', 'a') 8
('d', 'v', 'm') 8
('f', 'uj', 'n') 8
('n', 'c', 'v') 8
('d', 'v', 'p') 8
('n', 'i', 'v') 8
('uj', 'a', 'n') 8
('d', 'v', 'a') 8
('d', 'a', 'ul') 8
('v', 'ul', 'nr') 8
('n', 'c', 'n') 8
('nr', 'v', 'n') 8
('n', 'd', 'p') 8
('n', 'm', 'v') 8
('r', 'v', 'ul') 8
('m', 'n', 'd') 8
('v', 'ul', 'r') 8
('v', 'uj', 'a') 7
('p', 'v', 'v') 7
('v', 'p', 's') 7
('ul', 'v', 'v') 7
('v', 'n', 'p') 7
('r', 'v', 'uj') 7
('n', 'n', 'a') 7
('uj', 'n', 'zg') 7
('n', 'p', 'v') 7
('a', 'v', 'n') 7
('c', 'v', 'v') 7
('r', 'm', 'n') 7
('v', 'v', 'a') 7
('m', 'v', 'v') 7
('a', 'n', 'n') 7
('p', 'nr', 'ns') 7
('n', 'ad', 'v') 7
('uj', 'n', 'y') 7
('n', 'uj', 's') 7
('v', 'a', 'v') 7
('a', 'n', 'uj') 7
('d', 'd', 'a') 6
('v', 'm', 'a') 6
('zg', 'ns', 'd') 6
('v', 'n', 'f') 6
('m', 'v', 'n') 6
('f', 'd', 'v') 6
('d', 'p', 'n') 6
('n', 'n', 'm') 6
('p', 'n', 'f') 6
('v', 'ad', 'v') 6
('f', 'v', 'v') 6
('n', 'p', 'nr') 6
('n', 'f', 'uj') 6
('p', 'r', 'n') 6
('n', 'm', 'n') 6
('n', 'v', 'f') 6
('v', 'p', 'r') 6
('n', 'f', 'd') 6
('d', 'n', 'uj') 6
('uj', 'n', 'm') 6
('n', 'r', 'n') 6
('uj', 'n', 'i') 6
('d', 'a', 'v') 6
('p', 'n', 'n') 6
('t', 'uj', 'n') 6
('d', 'uj', 'n') 6
('n', 'z', 'v') 6
('nr', 'n', 'zg') 6
('n', 'i', 'uj') 6
('p', 'v', 'n') 6
('v', 'v', 'zg') 6
('v', 'v', 'ug') 6
('v', 'nr', 'v') 6
('v', 'zg', 'ns') 6
('uj', 'a', 'v') 6
('d', 'v', 'ug') 6
('d', 'a', 'uj') 6
('l', 'uj', 'n') 6
('uj', 'nr', 'd') 6
('n', 'm', 'uj') 5
('nr', 'c', 'v') 5
('z', 'uj', 'n') 5
('a', 'v', 'r') 5
('n', 'c', 'd') 5
('nr', 'n', 'm') 5
('n', 'n', 'f') 5
('v', 'n', 'c') 5
('c', 'n', 'd') 5
('n', 'd', 'i') 5
('n', 'uj', 'r') 5
('nr', 'n', 'i') 5
('v', 'n', 'nr') 5
('r', 'c', 'r') 5
('a', 'd', 'v') 5
('v', 'n', 'r') 5
('r', 'n', 'n') 5
('v', 'i', 'uj') 5
('ul', 'nr', 'n') 5
('v', 'ul', 'd') 5
('v', 'c', 'r') 5
('p', 'nr', 'n') 5
('v', 'nr', 'nr') 5
('c', 'uj', 'n') 5
('v', 'f', 'm') 5
('s', 'v', 'n') 5
('v', 'v', 'q') 5
('zg', 'nr', 'n') 5
('c', 'v', 'uj') 5
('n', 'a', 'uj') 5
('n', 'zg', 'v') 5
('p', 'nr', 'uj') 5
('v', 'uv', 'v') 5
('uv', 'v', 'v') 5
('v', 'c', 'd') 5
('n', 'd', 'm') 5
('n', 'f', 'n') 5
('v', 'n', 'z') 5
('n', 'd', 'c') 5
('n', 'd', 'n') 5
('ul', 'm', 'n') 5
('ns', 'n', 'v') 5
('nr', 'v', 'uj') 5
('v', 'zg', 'n') 5
('c', 'n', 'n') 4
('n', 'nr', 'd') 4
('uj', 'v', 'p') 4
('v', 'v', 'y') 4
('nr', 'm', 'v') 4
('r', 'd', 'n') 4
('v', 'c', 'n') 4
('f', 'm', 'n') 4
('n', 'n', 'nr') 4
('p', 'r', 'uj') 4
('n', 'm', 'd') 4
('zg', 'v', 'uj') 4
('t', 'n', 'd') 4
('v', 'd', 'n') 4
('nr', 'n', 'a') 4
('r', 'v', 'y') 4
('v', 'm', 'p') 4
('ns', 'n', 'uj') 4
('yg', 'v', 'n') 4
('nr', 'v', 'ul') 4
('t', 'd', 'v') 4
('m', 'a', 'uj') 4
('c', 'n', 'uj') 4
('d', 'c', 'r') 4
('n', 's', 'v') 4
('c', 'p', 'v') 4
('f', 'r', 'v') 4
('ns', 'n', 'd') 4
('a', 'n', 'v') 4
('v', 'nr', 'd') 4
('i', 'v', 'n') 4
('nr', 'uj', 's') 4
('v', 'n', 'm') 4
('n', 'd', 'r') 4
('a', 'uv', 'v') 4
('l', 'v', 'n') 4
